mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,14.658689498901367,16.08729362487793,4.705190658569336
mps-uncap,0.9,14.257431030273438,16.147851943969727,3.8623809814453125
mps-uncap,1.0,15.086889266967773,15.52438735961914,3.880023956298828
mps-uncap,0.5,19.334793090820312,19.492626190185547,5.707502365112305
mps-uncap,0.6,18.62049102783203,18.442869186401367,5.536556243896484
mps-uncap,0.7,18.41878890991211,16.605377197265625,4.2629241943359375
mps-uncap,0.1,27.297019958496094,27.751922607421875,7.721662521362305
mps-uncap,0.2,27.317285537719727,32.44781494140625,7.552623748779297
mps-uncap,0.3,27.585268020629883,27.486324310302734,7.734537124633789
mps-uncap,0.4,26.83234214782715,27.712583541870117,6.80851936340332
