mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,0.011205673217773438,0.010013580322265625,0.00858306884765625
mps-uncap,0.9,0.011920928955078125,0.011444091796875,0.008344650268554688
mps-uncap,1.0,0.01239776611328125,0.01239776611328125,0.010013580322265625
mps-uncap,0.5,0.011920928955078125,0.011682510375976562,0.009059906005859375
mps-uncap,0.6,0.011920928955078125,0.010251998901367188,0.008344650268554688
mps-uncap,0.7,0.011205673217773438,0.011682510375976562,0.008344650268554688
mps-uncap,0.1,0.01239776611328125,0.021457672119140625,0.010967254638671875
mps-uncap,0.2,0.012874603271484375,0.013113021850585938,0.010728836059570312
mps-uncap,0.3,0.011682510375976562,0.011444091796875,0.00858306884765625
mps-uncap,0.4,0.011682510375976562,0.011920928955078125,0.009298324584960938
