mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,12.978172302246092,109.7491502761841,6625.813817977905
mps-uncap,0.9,42.49536991119385,352.7042865753174,12419.853162765505
mps-uncap,1.0,355.8464765548706,1539.5034313201904,16731.16149902344
mps-uncap,0.5,4.444718360900879,38.05999755859376,19.05555725097657
mps-uncap,0.6,5.102634429931641,50.81653594970703,33.184289932250984
mps-uncap,0.7,5.83648681640625,76.04329586029056,702.9639720916748
mps-uncap,0.1,2.705597877502441,28.450465202331543,14.396429061889648
mps-uncap,0.2,2.8585433959960938,28.009176254272464,13.419723510742188
mps-uncap,0.3,3.1708478927612305,30.254459381103516,11.011123657226564
mps-uncap,0.4,3.289937973022461,32.454776763916016,12.399625778198242
