mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,25.27917861938475,207.24370956420913,7304.03494119644
mps-uncap,0.9,71.71117067337038,490.1387691497799,13510.637526512146
mps-uncap,1.0,393.32274198532104,1797.162675857544,18299.719614982605
mps-uncap,0.5,9.115076065063475,57.93417215347292,35.56193351745604
mps-uncap,0.6,9.986829757690428,95.03035545349135,71.42070770263675
mps-uncap,0.7,10.92178821563721,121.77973985671997,837.9204726219177
mps-uncap,0.1,4.164977073669441,46.11015319824219,22.104063034057607
mps-uncap,0.2,4.706230163574216,45.10669708251953,22.60426521301269
mps-uncap,0.3,5.73681592941285,49.18020248413086,18.43120574951171
mps-uncap,0.4,6.243486404418945,49.500977993011475,20.414638519287113
