mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,2.4672222137451167,17.066919803619385,4.8671770095825195
mps-uncap,0.9,2.4221539497375506,17.333126068115234,4.825739860534668
mps-uncap,1.0,2.059910297393799,16.790857315063473,4.651312828063965
mps-uncap,0.5,3.3327341079711896,17.381200790405277,5.368614196777342
mps-uncap,0.6,2.914953231811516,18.721961975097656,5.374431610107422
mps-uncap,0.7,2.7695560455322266,18.200645446777344,5.24876594543457
mps-uncap,0.1,3.023092746734621,33.275296688079834,9.93337631225586
mps-uncap,0.2,2.949304580688476,27.22956657409668,9.379720687866211
mps-uncap,0.3,3.3143758773803738,25.098345279693607,7.640619277954101
mps-uncap,0.4,2.946391105651856,18.8226318359375,6.447391510009766
