mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,23.636856079101555,191.72458410263076,7299.848515987394
mps-uncap,0.9,70.14623880386353,473.8261222839354,13506.552531719208
mps-uncap,1.0,391.7708444595337,1781.4169120788572,18295.488438606262
mps-uncap,0.5,7.158255577087399,42.37565994262696,31.356487274169904
mps-uncap,0.6,8.243036270141541,79.25515174865725,67.28466987609869
mps-uncap,0.7,9.416031837463379,105.73108673095702,833.6714482307433
mps-uncap,0.1,2.064917087554948,24.022176265716546,14.42990303039549
mps-uncap,0.2,2.7219104766845668,29.68901634216309,16.056079864501942
mps-uncap,0.3,3.8070917129516624,34.093523025512695,14.131374359130858
mps-uncap,0.4,4.5717811584472665,34.22638177871703,16.247339248657244
