mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,10.683774948120117,18.064498901367188,8.357048034667969
mps-uncap,0.9,10.62774658203125,26.716232299804688,13.859987258911133
mps-uncap,1.0,13.314008712768555,27.24623680114746,15.698671340942383
mps-uncap,0.5,6.046295166015625,22.693872451782227,6.943941116333008
mps-uncap,0.6,12.350082397460938,27.254343032836914,13.097286224365234
mps-uncap,0.7,5.352258682250977,19.81639862060547,7.28297233581543
mps-uncap,0.1,4.76384162902832,34.90304946899414,11.760711669921875
mps-uncap,0.2,13.463973999023438,28.824329376220703,9.879827499389648
mps-uncap,0.3,16.69025421142578,27.513504028320312,17.452716827392578
mps-uncap,0.4,14.986038208007812,23.524761199951172,15.294313430786133
