mode,load,0_alexnet-8,1_efficientnet_b5-4,2_mobilenet_v2-4
mps-uncap,0.8,11.333847045898438,94.04146671295167,6621.528744697571
mps-uncap,0.9,40.808916091918945,336.073637008667,12415.483522415161
mps-uncap,1.0,354.3556690216065,1523.843765258789,16726.96614265442
mps-uncap,0.5,2.632617950439453,22.55210876464844,14.844274520874029
mps-uncap,0.6,3.468751907348633,34.41572189331055,29.011440277099613
mps-uncap,0.7,4.277658462524415,60.171794891357436,698.7632989883423
mps-uncap,0.1,0.4306077957153318,6.645798683166499,6.275415420532227
mps-uncap,0.2,1.0767459869384768,11.248636245727544,7.061100006103516
mps-uncap,0.3,1.3756752014160156,14.657878875732424,6.472206115722656
mps-uncap,0.4,1.628875732421875,17.110276222229004,8.216190338134767
