mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_resnet101-32
mps-uncap,1.0,9.360790252685547,4.71043586730957,4.8198699951171875,25.386810302734375
