mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,31.912803649902344,37.79792785644531,38.69199752807617,34.01041030883789
mig,0.2,44.304847717285156,47.56617546081543,42.88673400878906,36.34357452392578
mig,0.3,42.39177703857422,35.45522689819336,43.03479194641113,42.119503021240234
mig,0.4,34.2099666595459,39.15047645568848,37.2462272644043,40.83991050720215
mig,0.5,35.52651405334473,38.30289840698242,42.815446853637695,56.696414947509766
mig,0.6,43.888092041015625,42.02103614807129,38.230180740356445,61.120033264160156
mig,0.7,61.229705810546875,65.23942947387695,56.07891082763672,106.89210891723633
mig,0.8,72.7243423461914,111.22655868530273,95.7491397857666,133.28194618225098
mig,0.9,107.13887214660645,110.62097549438477,139.88304138183594,199.09071922302246
mig,1.0,719.3453311920166,635.2720260620117,567.4819946289062,1058.7291717529297
