mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,17.486095428466797,19.033026695251476,16.69478416442871,16.614246368408203
mig,0.2,19.3140745162964,20.21048069000244,18.634319305419922,19.014358520507812
mig,0.3,16.97092056274414,16.382217407226566,15.980577468872076,19.0077543258667
mig,0.4,15.563392639160154,15.212965011596685,15.554094314575195,18.138122558593754
mig,0.5,14.93382453918457,14.471769332885742,15.023660659790057,18.283772468566905
mig,0.6,16.084957122802738,16.77370071411133,15.346813201904299,21.980643272399906
mig,0.7,21.24941349029541,21.02980613708496,19.28195953369141,29.860496520996094
mig,0.8,30.613136291503917,36.42957210540769,30.353021621704094,45.86443901062013
mig,0.9,53.80995273590088,46.28622531890869,71.11976146698001,82.56921768188477
mig,1.0,627.630615234375,528.7333250045778,458.43305587768555,768.6180114746094
