mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,13.503599166870119,13.740668296813965,12.600631713867188,13.608245849609373
mig,0.2,13.459677696228024,13.832976818084717,12.958011627197267,13.491010665893555
mig,0.3,13.02772045135498,12.625255584716797,12.063703536987301,13.37992429733276
mig,0.4,9.53679323196411,9.623110294342043,9.58902359008789,11.946783065795895
mig,0.5,8.642578125000005,8.739867210388184,8.765382766723636,9.790163040161135
mig,0.6,7.962398529052734,7.71592140197753,7.4754524230957085,8.84026288986206
mig,0.7,6.7090749740600915,6.779651641845703,6.778397560119629,7.9169750213623
mig,0.8,6.21410369873047,5.847938060760499,5.978646278381349,7.5764942169189355
mig,0.9,5.471322536468506,5.280961990356445,5.480701923370361,7.302284240722656
mig,1.0,5.528280735015869,5.452384948730469,5.917310714721687,7.279396057128906
