mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,0.011920928955078125,0.01239776611328125,0.011682510375976562,0.010013580322265625
mig,0.2,0.011920928955078125,0.0095367431640625,0.011205673217773438,0.011682510375976562
mig,0.3,0.009775161743164062,0.010013580322265625,0.010251998901367188,0.010967254638671875
mig,0.4,0.010967254638671875,0.009059906005859375,0.009298324584960938,0.009775161743164062
mig,0.5,0.010728836059570312,0.0095367431640625,0.0095367431640625,0.010728836059570312
mig,0.6,0.008821487426757812,0.0095367431640625,0.009298324584960938,0.010967254638671875
mig,0.7,0.0095367431640625,0.009298324584960938,0.009298324584960938,0.010013580322265625
mig,0.8,0.008821487426757812,0.009775161743164062,0.008821487426757812,0.009298324584960938
mig,0.9,0.009775161743164062,0.010967254638671875,0.010251998901367188,0.009298324584960938
mig,1.0,0.011205673217773438,0.010013580322265625,0.012159347534179688,0.010967254638671875
