mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,14.51940536499026,17.360334396362287,17.37627029418945,15.583007335662838
mig,0.2,21.13075733184808,21.770958900451657,20.667810440063526,17.961764335632328
mig,0.3,21.394381523132328,18.295388221740748,20.734710693359357,21.994488239288312
mig,0.4,19.714839458465555,20.362508296966656,19.66655731201172,21.247768402099606
mig,0.5,19.28733587265015,19.32784557342532,20.152311325073246,25.730693340301524
mig,0.6,22.689847946166985,23.99460792541503,20.93225002288819,29.805955886840824
mig,0.7,33.596992492675795,34.619908332824686,28.952105045318604,51.380693912505826
mig,0.8,47.21238613128662,81.66389465332033,54.83944416046144,83.3351516723631
mig,0.9,83.52999448776245,73.44706535339353,111.147563457489,152.38221168518064
mig,1.0,692.2559785842893,595.3061056137085,524.8038244247439,977.6946163177491
