mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,12.615680694580078,12.799358367919922,12.188005447387695,12.631964683532715
mig,0.2,12.671804428100586,13.026976585388184,11.722278594970703,12.603521347045898
mig,0.3,9.52458381652832,9.51042175292969,9.330129623413086,12.05155849456787
mig,0.4,8.17418098449707,8.198738098144531,8.156490325927733,9.354305267333984
mig,0.5,6.776213645935059,6.994962692260744,6.980609893798829,8.200335502624512
mig,0.6,5.714368820190431,5.795049667358399,5.49321174621582,7.385516166687012
mig,0.7,5.305051803588867,5.220699310302734,5.251717567443848,7.277250289916992
mig,0.8,5.261468887329102,5.402064323425293,5.191183090209961,7.270336151123047
mig,0.9,5.185127258300781,5.06591796875,5.282950401306153,7.25865364074707
mig,1.0,5.248308181762695,5.106687545776367,5.223274230957031,7.248640060424805
