mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,5.00798225402832,5.085468292236328,4.99725341796875,7.204771041870117
mig,0.2,4.986047744750977,5.081415176391602,4.971742630004883,7.213354110717773
mig,0.3,5.035877227783203,4.925012588500977,4.936456680297852,7.19904899597168
mig,0.4,4.966020584106445,4.97126579284668,5.009174346923828,7.201671600341797
mig,0.5,4.98509407043457,4.998445510864258,4.998683929443359,7.200002670288086
mig,0.6,4.937887191772461,4.946231842041016,4.924774169921875,7.20977783203125
mig,0.7,5.008697509765625,4.919767379760742,4.936695098876953,7.201910018920898
mig,0.8,4.997014999389648,5.070686340332031,4.930734634399414,7.202863693237305
mig,0.9,4.95147705078125,4.841804504394531,5.037069320678711,7.201671600341797
mig,1.0,4.992246627807617,4.909753799438477,5.041599273681641,7.208108901977539
