mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,0.05650520324707031,0.055789947509765625,0.053882598876953125,0.05733966827392578
mig,0.2,0.05078315734863281,0.051140785217285156,0.049591064453125,0.05173683166503906
mig,0.3,0.04649162292480469,0.04458427429199219,0.04744529724121094,0.04839897155761719
mig,0.4,0.04315376281738281,0.04363059997558594,0.04863739013671875,0.043392181396484375
mig,0.5,1.0309219360351562,0.8375644683837891,0.7936954498291016,0.44727325439453125
mig,0.6,2.3152828216552734,2.2225379943847656,2.2423267364501953,2.7306079864501953
mig,0.7,4.049062728881836,3.9453506469726562,3.464341163635254,5.458235740661621
mig,0.8,6.087303161621094,8.342266082763672,6.4239501953125,11.0015869140625
mig,0.9,13.634324073791504,11.72637939453125,19.257783889770508,21.268248558044434
mig,1.0,295.2256202697754,340.90685844421387,272.5486755371094,249.8694658279419
