mode,load,0_inception_v3-2,1_inception_v3-2,2_inception_v3-2,3_inception_v3-2
mig,0.1,23.975372314453125,29.91461753845215,28.394222259521484,26.246309280395508
mig,0.2,36.49759292602539,39.68238830566406,37.123680114746094,24.71756935119629
mig,0.3,34.33632850646973,30.474185943603516,35.4466438293457,34.75379943847656
mig,0.4,29.112815856933594,34.116268157958984,32.174110412597656,33.614158630371094
mig,0.5,30.38191795349121,33.20646286010742,37.71638870239258,49.49212074279785
mig,0.6,38.932085037231445,36.98110580444336,33.072710037231445,53.89237403869629
mig,0.7,56.10299110412598,60.225486755371094,50.49014091491699,99.6553897857666
mig,0.8,67.63505935668945,106.05645179748535,90.65747261047363,126.04618072509766
mig,0.9,102.01501846313477,105.34811019897461,134.69767570495605,191.8482780456543
mig,1.0,714.3018245697021,630.2492618560791,562.3149871826172,1051.4860153198242
