mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,175.55522918701172,78.94768714904788,24.205827713012702
mps-uncap,0.9,205.2075386047363,164.40398693084717,35.877466201782234
mps-uncap,1.0,1212.0377063751228,3870.687866210938,1956.7403316497803
mps-uncap,0.5,70.1408386230469,29.378175735473633,9.356570243835453
mps-uncap,0.6,80.19375801086426,34.429502487182624,11.440873146057129
mps-uncap,0.7,121.89745903015131,38.14902305603026,14.084577560424805
mps-uncap,0.1,29.74088191986084,15.271854400634767,3.4334897994995117
mps-uncap,0.2,42.174386978149414,20.687389373779297,4.916334152221675
mps-uncap,0.3,51.56545639038087,21.935224533081055,6.672859191894531
mps-uncap,0.4,55.49356937408449,22.38287925720215,7.984924316406251
