mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,27.59265899658203,4.854917526245117,1.1196136474609375
mps-uncap,0.9,27.64439582824707,4.81104850769043,1.129150390625
mps-uncap,1.0,29.08921241760254,4.93931770324707,1.130819320678711
mps-uncap,0.5,27.369976043701172,4.919528961181641,1.1188983917236328
mps-uncap,0.6,27.43053436279297,4.818439483642578,1.1260509490966797
mps-uncap,0.7,27.42767333984375,4.862070083618164,1.1301040649414062
mps-uncap,0.1,27.504682540893555,4.905462265014648,1.132965087890625
mps-uncap,0.2,27.510643005371094,4.879474639892578,1.1379718780517578
mps-uncap,0.3,27.50706672668457,4.845619201660156,1.1241436004638672
mps-uncap,0.4,27.490854263305664,4.847526550292969,1.1336803436279297
