mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,27.631759643554688,4.912853240966797,1.1339187622070312
mps-uncap,0.9,28.083086013793945,4.892826080322266,1.1444091796875
mps-uncap,1.0,29.415369033813477,5.269289016723633,1.1403560638427734
mps-uncap,0.5,27.4507999420166,4.959344863891602,1.1353492736816406
mps-uncap,0.6,27.50110626220703,4.87518310546875,1.1391639709472656
mps-uncap,0.7,27.517080307006836,4.935741424560547,1.1429786682128906
mps-uncap,0.1,27.519702911376953,5.10406494140625,1.1491775512695312
mps-uncap,0.2,27.530193328857422,4.987001419067383,1.1527538299560547
mps-uncap,0.3,27.568817138671875,4.991292953491211,1.1355876922607422
mps-uncap,0.4,27.537107467651367,4.936695098876953,1.1456012725830078
