mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,33.4627628326416,23.32611083984375,7.729291915893557
mps-uncap,0.9,34.52348709106445,21.853137016296387,8.136796951293945
mps-uncap,1.0,33.72802734375,24.7622013092041,9.392213821411133
mps-uncap,0.5,31.77113533020019,21.20518684387207,6.497955322265626
mps-uncap,0.6,32.16886520385742,21.731996536254883,7.071661949157715
mps-uncap,0.7,33.3521842956543,20.94740867614746,7.526397705078125
mps-uncap,0.1,29.548978805541992,13.006782531738281,3.3003807067871094
mps-uncap,0.2,30.10702133178711,16.895866394042976,3.686404228210448
mps-uncap,0.3,30.569934844970703,20.22707462310791,4.924297332763672
mps-uncap,0.4,31.306099891662594,20.023965835571286,5.800962448120118
