mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,325.2782583236693,135.1065540313721,60.88961601257319
mps-uncap,0.9,278.49035263061506,289.95292186737043,67.29246139526366
mps-uncap,1.0,1439.4890975952153,4508.469247817993,2256.741800308226
mps-uncap,0.5,79.13979530334466,35.6103897094727,12.070922851562514
mps-uncap,0.6,112.51497268676758,44.212241172790485,15.141038894653253
mps-uncap,0.7,181.05706214904785,65.9455680847174,20.13850212097168
mps-uncap,0.1,16.454358100891138,9.393529891967772,2.0607399940490776
mps-uncap,0.2,43.421487808227475,17.641758918762207,4.599766731262196
mps-uncap,0.3,53.48882198333741,18.72471570968626,5.961036682128903
mps-uncap,0.4,58.72633934020991,24.313178062438926,8.863763809204118
