mode,load,0_efficientnet_b5-32,1_inception_v3-8,2_resnet18-4
mps-uncap,0.8,383.99481773376465,186.84911727905273,94.24448013305664
mps-uncap,0.9,314.14270401000977,353.5635471343994,88.10257911682129
mps-uncap,1.0,1556.2937259674072,4564.169406890869,2442.3084259033203
mps-uncap,0.5,121.01101875305176,53.47156524658203,24.060964584350586
mps-uncap,0.6,170.02058029174805,105.30686378479004,34.66796875
mps-uncap,0.7,252.14767456054688,137.64667510986328,52.14428901672363
mps-uncap,0.1,22.575855255126953,11.00921630859375,7.442235946655273
mps-uncap,0.2,78.19485664367676,21.018028259277344,9.92584228515625
mps-uncap,0.3,82.06415176391602,27.093172073364258,14.53089714050293
mps-uncap,0.4,87.27216720581055,38.17605972290039,19.67763900756836
