mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
