mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,1.0,3.1599998474121094,3.052949905395508,3.0727386474609375,3.0891895294189453
