mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-8,2_squeezenet1_1-32,3_vgg11-32
mps-uncap,1.0,0.0021457672119140625,0.0040531158447265625,0.000476837158203125,0.000476837158203125
