mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,18.37944984436035,4.9076080322265625,2.7407407760620117
mps-uncap,0.9,41.64433479309082,19.374608993530273,4.29534912109375
mps-uncap,1.0,1661.0487699508667,684.8573684692383,494.0537214279175
mps-uncap,0.5,0.05888938903808594,0.050067901611328125,0.04315376281738281
mps-uncap,0.6,0.06222724914550781,0.04553794860839844,0.04363059997558594
mps-uncap,0.7,0.38433074951171875,0.053882598876953125,0.7269382476806641
mps-uncap,0.1,0.06222724914550781,0.0591278076171875,0.05269050598144531
mps-uncap,0.2,0.06175041198730469,0.05793571472167969,0.04696846008300781
mps-uncap,0.3,0.05817413330078125,0.05793571472167969,0.04673004150390625
mps-uncap,0.4,0.05936622619628906,0.052094459533691406,0.04649162292480469
