mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,44.599294662475586,27.602434158325195,7.403731346130371
mps-uncap,0.9,71.83837890625,41.867733001708984,8.825540542602539
mps-uncap,1.0,1693.5571432113647,712.9166126251221,499.33159351348877
mps-uncap,0.5,23.502230644226074,18.273115158081055,3.7190914154052734
mps-uncap,0.6,27.76503562927246,18.74852180480957,4.445314407348633
mps-uncap,0.7,30.361413955688477,20.8892822265625,5.287647247314453
mps-uncap,0.1,22.57561683654785,24.276018142700195,3.1011104583740234
mps-uncap,0.2,22.097468376159668,23.320913314819336,3.1065940856933594
mps-uncap,0.3,21.840929985046387,19.395828247070312,3.114938735961914
mps-uncap,0.4,21.595478057861328,18.224358558654785,3.4067630767822266
