mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,82.54346847534183,46.526265144348166,14.591193199157726
mps-uncap,0.9,174.67021942138672,93.7559604644777,19.601011276245117
mps-uncap,1.0,2098.559355735779,1174.032998085022,616.3805484771729
mps-uncap,0.5,21.75760269165039,13.338136672973635,3.57389450073242
mps-uncap,0.6,32.0911169052124,16.50078296661377,5.593252182006836
mps-uncap,0.7,42.421293258667006,23.78640174865723,8.634233474731447
mps-uncap,0.1,0.07236003875732422,0.06780624389648438,0.06928443908691406
mps-uncap,0.2,2.6186704635620024,7.52921104431153,0.2196311950683615
mps-uncap,0.3,10.036683082580563,9.936237335205083,1.684093475341796
mps-uncap,0.4,15.432596206665043,11.631274223327644,2.658843994140626
