mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,33.08812141418457,30.624196529388428,8.01574468612671
mps-uncap,0.9,35.1546049118042,30.691175460815433,7.738256454467775
mps-uncap,1.0,33.69165897369385,31.109678745269775,8.185417652130127
mps-uncap,0.5,31.169998645782478,28.687505722045895,7.596054077148437
mps-uncap,0.6,34.018204212188714,29.24004554748535,7.514748573303225
mps-uncap,0.7,32.400922775268555,29.742746353149414,7.849349975585937
mps-uncap,0.1,25.992417335510254,27.781867980957035,7.3476409912109375
mps-uncap,0.2,26.759450435638424,26.891508102416992,7.320971488952635
mps-uncap,0.3,27.179892063140844,27.134289741516113,7.283778190612792
mps-uncap,0.4,29.31085586547852,26.6645359992981,7.410016059875486
