mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,27.45842933654785,20.774245262145996,4.333615303039551
mps-uncap,0.9,30.044078826904297,23.6053466796875,4.374027252197266
mps-uncap,1.0,32.62746334075928,29.229164123535156,4.912137985229492
mps-uncap,0.5,21.5606689453125,17.117977142333984,3.309965133666992
mps-uncap,0.6,23.495078086853027,16.087055206298828,3.4079551696777344
mps-uncap,0.7,25.063514709472656,16.96634292602539,3.7260055541992188
mps-uncap,0.1,22.491455078125,23.868799209594727,3.0388832092285156
mps-uncap,0.2,21.497249603271484,21.460533142089844,3.0450820922851562
mps-uncap,0.3,21.001219749450684,18.271923065185547,3.026723861694336
mps-uncap,0.4,20.77794075012207,17.323017120361328,3.0355453491210938
