mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,110.25166511535645,69.63794231414798,19.28069591522217
mps-uncap,0.9,205.0936222076416,117.05298423767091,24.44109916687012
mps-uncap,1.0,2130.863833427429,1203.4833431243896,621.8268871307373
mps-uncap,0.5,44.58272457122803,29.91786003112793,7.947635650634765
mps-uncap,0.6,58.09428691864013,34.38773155212402,10.112762451171875
mps-uncap,0.7,68.86568069458009,45.00656127929692,13.098573684692392
mps-uncap,0.1,24.08003807067871,26.91802978515625,3.9314270019531254
mps-uncap,0.2,26.78754329681396,26.80521011352539,4.941534996032716
mps-uncap,0.3,29.548406600952145,27.384233474731445,5.683183670043944
mps-uncap,0.4,36.95745468139649,27.861380577087417,6.854248046875001
