mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,398.7167681264263,54.71242755956515,2374.4416420831285
mps-uncap,0.9,430.3664120093558,60.95008578770653,2657.4122365361695
mps-uncap,1.0,486.7957387981681,68.05048498813925,3008.472590904148
mps-uncap,0.5,242.94100438828062,32.9835913650931,1443.0968229663774
mps-uncap,0.6,298.0846550313559,42.478092728568654,1773.3972232131907
mps-uncap,0.7,322.3705910081917,47.1316710463138,2107.765490747936
mps-uncap,0.1,55.70921732141121,6.272177611645845,284.82975806805473
mps-uncap,0.2,102.18940750288527,13.024659831555395,574.7014304013326
mps-uncap,0.3,142.18337026142086,20.438818584658122,870.3007638798156
mps-uncap,0.4,188.50860150160855,28.988833064694145,1153.6325915314233
