mode,load,0_densenet161-16,1_efficientnet_b6-2,2_squeezenet1_0-16
mps-uncap,0.8,32.2512149810791,28.986144065856934,6.361436843872071
mps-uncap,0.9,34.64937210083008,29.720020294189453,6.3372135162353525
mps-uncap,1.0,33.19733142852783,30.43971061706543,7.756972312927246
mps-uncap,0.5,26.82185173034668,22.96433448791504,5.029201507568359
mps-uncap,0.6,29.871511459350586,24.28038120269776,5.226278305053711
mps-uncap,0.7,30.998706817626953,26.298046112060547,5.559444427490234
mps-uncap,0.1,23.859381675720215,26.805877685546875,3.39193344116211
mps-uncap,0.2,24.906325340270993,24.820899963378906,4.157757759094239
mps-uncap,0.3,24.663257598876953,24.788475036621097,4.369258880615234
mps-uncap,0.4,25.372695922851562,23.314666748046875,4.736423492431641
