mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,11.647555828094472,11.8196439743042,14.652907848358154
mps-uncap,0.9,11.235058307647705,11.05602264404297,13.916318416595454
mps-uncap,1.0,10.59095859527588,10.660047531127928,13.403933048248287
mps-uncap,0.5,16.752700805664062,16.519231796264652,19.429376125335686
mps-uncap,0.6,13.095676898956299,13.172149658203107,15.592989921569828
mps-uncap,0.7,12.33468294143677,12.468676567077638,15.575764179229736
mps-uncap,0.1,26.1864972114563,26.601898670196533,33.13778877258301
mps-uncap,0.2,25.517139434814457,24.26227569580076,22.822685241699215
mps-uncap,0.3,17.747678756713867,18.200063705444336,22.438602447509766
mps-uncap,0.4,17.357301712036136,17.572669982910156,21.466672420501705
