mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,84.55646753311156,73.68772506713867,98.06684255599949
mps-uncap,0.9,139.99193906784058,219.9361753463745,238.2714796066283
mps-uncap,1.0,584.0156555175781,2070.358085632324,792.2384905815125
mps-uncap,0.5,30.171289443969748,34.73597526550294,36.868178844451876
mps-uncap,0.6,40.55827856063843,48.78826141357407,78.0155992507936
mps-uncap,0.7,61.948752403259284,63.87032032012943,72.79102325439453
mps-uncap,0.1,24.90760564804079,27.629272937774555,28.357992172241175
mps-uncap,0.2,27.431590557098396,27.653951644897408,27.241835594177246
mps-uncap,0.3,26.504783630371122,24.864280223846503,28.89413833618181
mps-uncap,0.4,28.46598625183107,29.774432182312044,33.11362266540523
