mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,9.549617767333984,9.65428352355957,12.136459350585938
mps-uncap,0.9,9.596586227416992,9.702682495117188,12.06064224243164
mps-uncap,1.0,9.649038314819336,9.852170944213867,12.221574783325195
mps-uncap,0.5,9.520292282104492,9.830236434936523,11.86680793762207
mps-uncap,0.6,9.748697280883789,9.829044342041016,11.946439743041992
mps-uncap,0.7,9.572029113769531,9.85264778137207,11.983156204223633
mps-uncap,0.1,9.683609008789062,9.776592254638672,12.519359588623047
mps-uncap,0.2,9.51528549194336,10.081291198730469,12.05897331237793
mps-uncap,0.3,9.493589401245117,9.744644165039062,12.351751327514648
mps-uncap,0.4,9.468793869018555,9.776115417480469,11.980295181274414
