mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,62.54534721374512,51.5429019927979,59.45312976837158
mps-uncap,0.9,101.95088386535645,151.16205215454107,111.69946193695073
mps-uncap,1.0,432.85274505615234,1801.7172336578371,656.3790559768678
mps-uncap,0.5,24.320220947265625,27.23798751831055,29.87673282623291
mps-uncap,0.6,31.025290489196777,31.453847885131836,34.84230041503907
mps-uncap,0.7,36.539220809936545,41.41697883605957,50.134658813476534
mps-uncap,0.1,26.742506027221676,27.35230922698974,32.96689987182617
mps-uncap,0.2,27.260708808898944,27.44851112365723,27.286171913146976
mps-uncap,0.3,25.372314453125,24.576187133789062,26.753425598144545
mps-uncap,0.4,24.867153167724613,23.632049560546875,27.518033981323242
