mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,9.751319885253906,9.823322296142578,12.359261512756348
mps-uncap,0.9,9.970426559448242,9.908318519592285,12.236237525939941
mps-uncap,1.0,10.06770133972168,10.06174087524414,12.465476989746094
mps-uncap,0.5,9.816169738769531,10.027408599853516,12.133359909057617
mps-uncap,0.6,10.0555419921875,10.074615478515625,12.237906455993652
mps-uncap,0.7,9.801387786865234,10.008811950683594,12.190937995910645
mps-uncap,0.1,17.411351203918457,17.68934726715088,21.183013916015625
mps-uncap,0.2,15.906333923339844,16.081809997558594,15.670299530029297
mps-uncap,0.3,11.545181274414062,11.409163475036621,13.879537582397461
mps-uncap,0.4,10.069608688354492,10.153770446777344,12.535810470581055
