mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,13.10873031616211,14.963626861572266,16.530275344848633
mps-uncap,0.9,14.01829719543457,13.041257858276367,15.743255615234375
mps-uncap,1.0,11.843681335449219,12.352228164672852,16.185283660888672
mps-uncap,0.5,18.023252487182617,18.573284149169922,21.779775619506836
mps-uncap,0.6,17.874717712402344,17.925500869750977,21.376609802246094
mps-uncap,0.7,13.501882553100586,13.686656951904297,20.903587341308594
mps-uncap,0.1,28.13410758972168,27.503252029418945,33.9970588684082
mps-uncap,0.2,26.3369083404541,27.40168571472168,28.89704704284668
mps-uncap,0.3,23.23293685913086,19.916772842407227,28.08690071105957
mps-uncap,0.4,20.723342895507812,18.6460018157959,22.938013076782227
