mode,load,0_densenet161-2,1_densenet169-4,2_densenet201-2
mps-uncap,0.8,52.83260345458985,41.75882339477539,47.04391956329346
mps-uncap,0.9,91.82822704315186,141.0235643386842,99.53579902648927
mps-uncap,1.0,422.78218269348145,1791.745805740357,643.8551664352419
mps-uncap,0.5,14.354848861694329,16.975784301757812,17.75605678558351
mps-uncap,0.6,20.949125289916992,21.410703659057617,22.61276245117188
mps-uncap,0.7,26.84495449066163,31.44049644470215,37.86005973815916
mps-uncap,0.1,9.468173980712889,10.403800010681147,10.943555831909181
mps-uncap,0.2,12.373471260070819,12.579584121704105,12.40963935852051
mps-uncap,0.3,12.277317047119137,12.5732421875,13.321399688720705
mps-uncap,0.4,14.24789428710941,13.169670104980474,14.840364456176758
