mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,33.24854373931885,19.017934799194336,42.052626609802246
mps-uncap,0.9,1003.2172203063965,46.065568923950195,726.3317108154297
mps-uncap,1.0,1505.2552223205566,3982.8262329101562,3053.3816814422607
mps-uncap,0.5,17.602086067199707,8.167028427124023,14.251112937927246
mps-uncap,0.6,18.30148696899414,9.760141372680664,18.839120864868164
mps-uncap,0.7,27.8778076171875,9.97304916381836,24.69038963317871
mps-uncap,0.1,19.81520652770996,9.387016296386719,11.24429702758789
mps-uncap,0.2,18.884778022766113,9.345531463623047,11.5739107131958
mps-uncap,0.3,17.641544342041016,9.218692779541016,11.750936508178711
mps-uncap,0.4,15.887975692749023,8.736014366149902,12.090921401977539
