mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,59.54928398132326,44.88086700439453,110.01193523406982
mps-uncap,0.9,1427.105498313904,124.1774082183838,1018.8272714614868
mps-uncap,1.0,4094.235134124756,7702.678442001343,4827.231740951539
mps-uncap,0.5,16.30179882049561,7.267427444458012,21.343588829040527
mps-uncap,0.6,18.38507652282715,12.618780136108398,33.945441246032715
mps-uncap,0.7,42.04435348510742,14.209032058715819,64.45088386535645
mps-uncap,0.1,0.05199909210205078,0.04777908325195313,1.9191980361938517
mps-uncap,0.2,7.0356607437133984,5.274343490600588,6.957316398620603
mps-uncap,0.3,10.223102569580078,6.349992752075194,10.3604793548584
mps-uncap,0.4,10.417675971984865,7.229185104370121,13.530254364013675
