mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,31.9357180595398,13.631396293640126,14.740586280822754
mps-uncap,0.9,35.799739360809326,12.535920143127441,12.701849937438963
mps-uncap,1.0,32.31297492980957,14.557261466979977,12.761564254760742
mps-uncap,0.5,32.39891290664673,11.874136924743656,13.969588279724123
mps-uncap,0.6,29.96510505676268,13.17939758300781,14.132971763610838
mps-uncap,0.7,34.90920543670654,12.083520889282228,14.117832183837889
mps-uncap,0.1,26.599779129028295,14.093661308288574,16.743938922882077
mps-uncap,0.2,24.268922805786133,13.168318271636963,13.740267753601072
mps-uncap,0.3,23.875784873962402,13.104505538940437,13.33049535751343
mps-uncap,0.4,29.402155876159668,12.389130592346191,13.542499542236325
