mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,0.011920928955078125,0.010251998901367188,0.0095367431640625
mps-uncap,0.9,0.015020370483398438,0.010251998901367188,0.013113021850585938
mps-uncap,1.0,0.013113021850585938,0.012159347534179688,0.015497207641601562
mps-uncap,0.5,0.011444091796875,0.011444091796875,0.009775161743164062
mps-uncap,0.6,0.011920928955078125,0.0095367431640625,0.010728836059570312
mps-uncap,0.7,0.010251998901367188,0.0095367431640625,0.0095367431640625
mps-uncap,0.1,0.017881393432617188,0.015497207641601562,0.014066696166992188
mps-uncap,0.2,0.012159347534179688,0.015020370483398438,0.011205673217773438
mps-uncap,0.3,0.012159347534179688,0.011920928955078125,0.011444091796875
mps-uncap,0.4,0.011920928955078125,0.011920928955078125,0.0095367431640625
