mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,24.6274471282959,10.704994201660156,11.888861656188965
mps-uncap,0.9,32.81855583190918,10.877370834350586,11.959671974182129
mps-uncap,1.0,28.41019630432129,11.948943138122559,12.02535629272461
mps-uncap,0.5,14.888525009155273,7.033109664916992,11.517524719238281
mps-uncap,0.6,16.07489585876465,7.599830627441406,11.677384376525879
mps-uncap,0.7,23.463726043701172,7.990360260009766,11.737823486328125
mps-uncap,0.1,19.71721649169922,9.305953979492188,11.1769437789917
mps-uncap,0.2,18.1809663772583,9.191751480102539,11.321425437927246
mps-uncap,0.3,16.10422134399414,8.998870849609375,11.41202449798584
mps-uncap,0.4,15.02847671508789,7.639884948730469,11.309146881103516
