mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,280.2457809448242,197.55077362060547,291.82982444763184
mps-uncap,0.9,2010.5271339416504,236.49048805236816,1205.0144672393799
mps-uncap,1.0,4717.070817947388,8755.722999572754,5745.683670043945
mps-uncap,0.5,83.09435844421387,43.59030723571777,109.68780517578125
mps-uncap,0.6,104.11477088928223,70.57046890258789,128.7674903869629
mps-uncap,0.7,188.88235092163086,80.15918731689453,267.72356033325195
mps-uncap,0.1,36.818504333496094,24.87349510192871,31.144380569458008
mps-uncap,0.2,48.39444160461426,27.762174606323242,35.418033599853516
mps-uncap,0.3,50.75788497924805,30.084848403930664,47.36590385437012
mps-uncap,0.4,73.00972938537598,39.42370414733887,72.69477844238281
