mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,11.577129364013672,9.33980941772461,30.056118965148926
mps-uncap,0.9,970.7497358322144,35.782814025878906,714.1060829162598
mps-uncap,1.0,1476.7191410064697,3970.9049463272095,3041.334390640259
mps-uncap,0.5,0.026226043701171875,0.022649765014648438,2.508401870727539
mps-uncap,0.6,0.0247955322265625,0.026464462280273438,7.084131240844727
mps-uncap,0.7,0.3509521484375,0.029802322387695312,12.554168701171875
mps-uncap,0.1,0.04267692565917969,0.040531158447265625,0.04100799560546875
mps-uncap,0.2,0.04172325134277344,0.03147125244140625,0.0286102294921875
mps-uncap,0.3,0.031232833862304688,0.028848648071289062,0.027894973754882812
mps-uncap,0.4,0.027298927307128906,0.025987625122070312,0.02765655517578125
