mode,load,0_inception_v3-8,1_mobilenet_v3_small-8,2_vgg16-16
mps-uncap,0.8,150.5107712745667,92.87853240966795,222.578227519989
mps-uncap,0.9,1825.5887746810906,187.59649753570557,1140.7596445083616
mps-uncap,1.0,4525.883812904358,8670.178780555725,5644.7557163238525
mps-uncap,0.5,42.316601276397776,18.300061225891117,63.98856639862062
mps-uncap,0.6,46.88429832458489,32.75256156921386,85.42269468307488
mps-uncap,0.7,101.25381946563701,40.77635765075687,177.55567550659148
mps-uncap,0.1,11.452012062072734,8.526320457458494,11.391947269439694
mps-uncap,0.2,20.230703353881843,12.47164964675906,15.983061790466271
mps-uncap,0.3,18.878636360168457,14.911227226257349,23.282306194305438
mps-uncap,0.4,31.00738286972045,17.07268714904785,30.88270187377929
