mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,165.6109238907766,2481.3668967066474,2481.3553905297376,824.4604855536726
