mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,51.087284088134766,14.477806091308592,14.561519622802733,13.28587532043457
