mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,0.0007152557373046875,0.00476837158203125,0.0007152557373046875,0.000476837158203125
