mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,48.774123191833496,12.570381164550781,12.598037719726562,10.230302810668945
