mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,32.75704383850098,11.704206466674805,11.622190475463867,5.258321762084961
