mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,50.41189193725586,14.157867431640625,14.201498031616211,11.982059478759766
