mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,48.7743616104126,12.570381164550781,12.598276138305664,10.230541229248047
