mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,6.50351047515869,28.910303115844727,13.570237159729007
mps-uncap,0.9,14.365911483764648,39.45240974426269,16.88036918640139
mps-uncap,1.0,33.012104034423835,48.86484146118164,79.25844192504883
mps-uncap,0.5,3.5054683685302725,20.341682434082035,12.099599838256836
mps-uncap,0.6,4.233551025390625,20.821475982666016,10.89179515838623
mps-uncap,0.7,5.095720291137695,23.017263412475593,11.63945198059082
mps-uncap,0.1,1.752614974975586,19.4150447845459,7.320404052734375
mps-uncap,0.2,2.262234687805176,24.17731285095215,9.869718551635744
mps-uncap,0.3,2.587103843688965,22.562789916992188,11.454796791076662
mps-uncap,0.4,2.8740882873535156,21.371912956237793,12.584400177001953
