mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,1.093745231628418,4.03904914855957,1.797795295715332
mps-uncap,0.9,2.807736396789551,6.755352020263672,2.8624534606933594
mps-uncap,1.0,9.34743881225586,9.481430053710938,17.42839813232422
mps-uncap,0.5,0.04124641418457031,0.04291534423828125,0.0476837158203125
mps-uncap,0.6,0.05221366882324219,0.050902366638183594,0.05698204040527344
mps-uncap,0.7,0.527501106262207,1.091599464416504,0.5450248718261719
mps-uncap,0.1,0.0438690185546875,0.05793571472167969,0.05173683166503906
mps-uncap,0.2,0.042438507080078125,0.05435943603515625,0.04792213439941406
mps-uncap,0.3,0.0438690185546875,0.0514984130859375,0.04982948303222656
mps-uncap,0.4,0.04220008850097656,0.04673004150390625,0.04887580871582031
