mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,11.911759376525893,54.43143844604489,23.627583980560306
mps-uncap,0.9,34.116339683532765,82.27785110473624,32.12096214294434
mps-uncap,1.0,74.0993070602417,86.01789474487288,133.87403488159183
mps-uncap,0.5,6.066429615020751,33.00792694091793,19.694499969482465
mps-uncap,0.6,7.669563293457031,32.27349996566768,17.76804208755493
mps-uncap,0.7,9.102439880371085,41.60672187805179,23.838362693786564
mps-uncap,0.1,2.8559684753417964,33.25329780578613,11.980199813842782
mps-uncap,0.2,3.429925441741941,35.40821075439456,14.935388565063484
mps-uncap,0.3,4.027070999145507,32.30140209197997,17.306218147277825
mps-uncap,0.4,4.62562084197998,32.2525143623352,20.47345161437985
