mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,22.14956283569336,76.13348960876465,38.789987564086914
mps-uncap,0.9,56.82635307312012,159.21950340270996,64.96429443359375
mps-uncap,1.0,95.95394134521484,140.81430435180664,162.19544410705566
mps-uncap,0.5,12.030601501464844,47.38044738769531,38.03277015686035
mps-uncap,0.6,12.305021286010742,41.77975654602051,33.49709510803223
mps-uncap,0.7,19.173383712768555,68.85385513305664,40.824174880981445
mps-uncap,0.1,4.033803939819336,35.48169136047363,20.49422264099121
mps-uncap,0.2,7.2231292724609375,49.872398376464844,20.73359489440918
mps-uncap,0.3,7.346391677856445,43.76816749572754,27.341127395629883
mps-uncap,0.4,9.870052337646484,43.590545654296875,26.984214782714844
