mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,1.6052722930908203,8.571386337280273,4.116415977478027
mps-uncap,0.9,1.6896724700927734,9.268522262573242,4.132747650146484
mps-uncap,1.0,1.7616748809814453,9.278297424316406,4.681825637817383
mps-uncap,0.5,1.5728473663330078,8.980512619018555,4.5566558837890625
mps-uncap,0.6,1.5723705291748047,8.34643840789795,4.177093505859375
mps-uncap,0.7,1.5919208526611328,8.363962173461914,4.065990447998047
mps-uncap,0.1,1.5072822570800781,16.69478416442871,6.1435699462890625
mps-uncap,0.2,1.4679431915283203,14.651298522949219,6.014823913574219
mps-uncap,0.3,1.4891624450683594,12.112617492675781,6.124734878540039
mps-uncap,0.4,1.5180110931396484,11.246442794799805,5.718588829040527
