mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,1.9683599472045894,10.873651504516602,4.960870742797852
mps-uncap,0.9,2.3300647735595703,11.057376861572266,4.507303237915039
mps-uncap,1.0,2.4251222610473633,9.905815124511719,5.115270614624023
mps-uncap,0.5,1.8694162368774414,12.487268447875977,6.102180480957031
mps-uncap,0.6,1.9102096557617188,11.63451671600342,5.578804016113281
mps-uncap,0.7,1.9888877868652344,10.996484756469727,4.950666427612305
mps-uncap,0.1,1.6210079193115234,18.48163604736328,6.9263458251953125
mps-uncap,0.2,1.6236305236816406,17.459630966186523,6.721830368041992
mps-uncap,0.3,1.6782283782958984,16.96004867553711,6.835055351257324
mps-uncap,0.4,1.7549991607666016,13.260316848754883,6.654906272888184
