mode,load,0_alexnet-16,1_densenet121-2,2_mobilenet_v3_small-32
mps-uncap,0.8,10.178351402282733,45.542354583740185,19.289331436157234
mps-uncap,0.9,32.36625194549561,71.85367584228504,27.796134948730472
mps-uncap,1.0,72.1539068222046,76.1524200439451,129.21547889709473
mps-uncap,0.5,4.382071495056151,23.490204811096135,15.270299911499048
mps-uncap,0.6,5.9380340576171875,23.86510372161865,13.541016578674322
mps-uncap,0.7,7.344777584075927,32.6097846031189,19.425621032714766
mps-uncap,0.1,1.363468170166015,17.02310562133789,5.956392288208009
mps-uncap,0.2,1.911711692810057,26.18217468261721,9.095172882080087
mps-uncap,0.3,2.4702835083007804,20.499010086059563,11.61792278289794
mps-uncap,0.4,3.008427619934067,22.615401744842497,14.942300319671618
